id,name,topic,country,country_name,url,description,provider,formats,size,records,license,license_url,access,commercial_use,cite,path
central-public-procurement-portal,Central Public Procurement Portal,government-spending-and-budgets,in,India,https://eprocure.gov.in/cppp/,"Tender notices, bid documents and award-of-contract details published by central ministries, PSUs and autonomous bodies.",National Informatics Centre,PDF; XLSX; Web,Multi-GB,Millions of tenders since 2012,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Central Public Procurement Portal, Government of India",topics/government-spending-and-budgets/in/dataset-02.json
comptroller-and-auditor-general-audit-reports,Comptroller and Auditor General Audit Reports,government-spending-and-budgets,in,India,https://cag.gov.in/en/audit-report,"Statutory audit reports on union and state government accounts, covering financial irregularities, scheme performance and public sector undertakings.",Comptroller and Auditor General of India,PDF; XLSX,~10 GB,Thousands of audit reports,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Comptroller and Auditor General of India, Audit Reports",topics/government-spending-and-budgets/in/dataset-03.json
rbi-state-finances-study,RBI State Finances Study,government-spending-and-budgets,in,India,https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=State+Finances+%3A+A+Study+of+Budgets,"The annual comparative study of all Indian state budgets, with receipts, expenditure, deficits, debt and outstanding liabilities by state.",Reserve Bank of India,PDF; XLSX,~500 MB,Annual editions covering all states and union territories,Free reuse with attribution to RBI,https://www.rbi.org.in/Scripts/Copyright.aspx,open,yes,"Reserve Bank of India, State Finances: A Study of Budgets",topics/government-spending-and-budgets/in/dataset-04.json
data-gov-in-finance-sector,data.gov.in Finance Sector,government-spending-and-budgets,in,India,https://www.data.gov.in/sector/finance,"Open government catalogue of fiscal datasets covering tax collections, scheme expenditure, grants to states and public sector finances.",National Informatics Centre,CSV; XLSX; JSON; REST API,Varies by resource,"4,000+ finance resources",Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,Open Government Data Platform India,topics/government-spending-and-budgets/in/dataset-05.json
usaspending-gov,USAspending.gov,government-spending-and-budgets,us,United States,https://www.usaspending.gov/,"Every federal contract, grant, loan and direct payment with recipient, amount, awarding agency, place of performance and program code, exposed through a full REST API.",US Department of the Treasury,CSV; REST API; JSON,~1 TB full archive,100 million+ award transactions since 2008,US Government public domain,https://www.usaspending.gov/about,open,yes,"USAspending.gov, US Department of the Treasury",topics/government-spending-and-budgets/us/dataset-01.json
sam-gov-contract-opportunities,SAM.gov Contract Opportunities,government-spending-and-budgets,us,United States,https://sam.gov/data-services,"Federal contract opportunities, entity registrations, exclusions and wage determinations, with bulk extracts and an API for procurement pipelines.",US General Services Administration,CSV; JSON; XML; REST API,Multi-GB,Millions of opportunity and entity records,US Government public domain,https://sam.gov/,registration,yes,"SAM.gov Data Services, US General Services Administration",topics/government-spending-and-budgets/us/dataset-02.json
data-gov,Data.gov,government-spending-and-budgets,us,United States,https://data.gov/,"The United States' central open data catalogue, aggregating datasets from every federal agency plus many state and local governments.",US General Services Administration,CSV; JSON; XML; GeoJSON; REST API,Varies by dataset,"300,000+ datasets",Varies by publisher; federal data is public domain,https://data.gov/privacy-policy/#data_policy,open,check,"Data.gov, US General Services Administration",topics/government-spending-and-budgets/us/dataset-03.json
treasury-fiscal-service-federal-spending,Treasury Fiscal Service Federal Spending,government-spending-and-budgets,us,United States,https://fiscaldata.treasury.gov/datasets/,"Authoritative fiscal datasets including the monthly treasury statement, debt to the penny, federal revenue collections and outlays by function.",US Department of the Treasury,REST API; CSV; JSON,API and bulk files,80+ fiscal datasets,US Government public domain,https://fiscaldata.treasury.gov/,open,yes,"Fiscal Data, US Department of the Treasury",topics/government-spending-and-budgets/us/dataset-04.json
federal-audit-clearinghouse,Federal Audit Clearinghouse,government-spending-and-budgets,us,United States,https://www.fac.gov/,"Single audit reports for every entity spending federal award money above the threshold, with findings, questioned costs and auditee financial detail.",US General Services Administration,CSV; REST API; PDF,~20 GB,"40,000+ audits per year since 1997",US Government public domain,https://www.fac.gov/,open,yes,"Federal Audit Clearinghouse, US General Services Administration",topics/government-spending-and-budgets/us/dataset-05.json
statistics-canada-web-data-service,Statistics Canada Web Data Service,labour-and-employment,ca,Canada,https://www.statcan.gc.ca/en/developers,"REST API and bulk downloads for every Statistics Canada table, covering labour force, income, demographics, trade and industry.",Statistics Canada,REST API; CSV; JSON; SDMX,Varies by table,"8,000+ data tables",Statistics Canada Open Licence,https://www.statcan.gc.ca/en/reference/licence,open,yes,Statistics Canada Web Data Service,topics/labour-and-employment/ca/dataset-01.json
labour-force-survey-canada,Labour Force Survey (Canada),labour-and-employment,ca,Canada,https://www.statcan.gc.ca/en/survey/household/3701,"Monthly survey producing Canada's official unemployment rate, with detail by province, industry, occupation, age, gender and full or part-time status.",Statistics Canada,CSV; SDMX; PDF,Multi-GB,"56,000 households surveyed monthly",Statistics Canada Open Licence,https://www.statcan.gc.ca/en/reference/licence,open,yes,"Statistics Canada, Labour Force Survey",topics/labour-and-employment/ca/dataset-02.json
open-government-canada,Open Government Canada,labour-and-employment,ca,Canada,https://open.canada.ca/en/open-data,"Federal open data portal covering employment programmes, immigration, procurement, geospatial data and departmental performance.",Government of Canada,CSV; JSON; XML; Shapefile; REST API,Varies by dataset,"40,000+ datasets",Open Government Licence - Canada 2.0,https://open.canada.ca/en/open-government-licence-canada,open,yes,"Open Government Portal, Government of Canada",topics/labour-and-employment/ca/dataset-03.json
job-bank-labour-market-information,Job Bank Labour Market Information,labour-and-employment,ca,Canada,https://www.jobbank.gc.ca/trend-analysis,"Occupational outlooks, wage ranges by region, and in-demand skill profiles derived from job postings and administrative labour market data.",Employment and Social Development Canada,CSV; XLSX; Web,Varies by product,500+ occupations across regions,Open Government Licence - Canada 2.0,https://open.canada.ca/en/open-government-licence-canada,open,yes,"Job Bank, Employment and Social Development Canada",topics/labour-and-employment/ca/dataset-04.json
national-occupational-classification,National Occupational Classification,labour-and-employment,ca,Canada,https://noc.esdc.gc.ca/,"Canada's official taxonomy of occupations with hierarchical codes, duties, employment requirements and example job titles used across immigration and labour policy.",Employment and Social Development Canada and Statistics Canada,CSV; XLSX; Web,~50 MB,"500+ unit groups, 30,000+ job titles",Open Government Licence - Canada 2.0,https://open.canada.ca/en/open-government-licence-canada,open,yes,"National Occupational Classification, ESDC and Statistics Canada",topics/labour-and-employment/ca/dataset-05.json
ons-labour-market-statistics,ONS Labour Market Statistics,labour-and-employment,gb,United Kingdom,https://www.ons.gov.uk/employmentandlabourmarket,"The UK's headline employment, unemployment, inactivity, vacancy and earnings statistics, published monthly with regional and industry detail.",Office for National Statistics,CSV; XLSX; REST API,Multi-GB,Monthly series from 1971,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Office for National Statistics, Employment and labour market",topics/labour-and-employment/gb/dataset-01.json
annual-survey-of-hours-and-earnings,Annual Survey of Hours and Earnings,labour-and-employment,gb,United Kingdom,https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/earningsandworkinghours,"The authoritative UK earnings survey giving hourly and weekly pay distributions by occupation, industry, region, age and gender.",Office for National Statistics,XLSX; CSV,~2 GB,"~180,000 employee records annually",Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Office for National Statistics, Annual Survey of Hours and Earnings",topics/labour-and-employment/gb/dataset-02.json
gender-pay-gap-service-data,Gender Pay Gap Service Data,labour-and-employment,gb,United Kingdom,https://gender-pay-gap.service.gov.uk/,"Mandatory gender pay gap reports from every UK employer with 250 or more staff, with mean and median gaps, bonus gaps and quartile distributions.",Government Equalities Office,CSV; REST API,~200 MB,"10,000+ employers reporting annually since 2017",Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Gender pay gap service, Government Equalities Office",topics/labour-and-employment/gb/dataset-03.json
standard-occupational-classification,Standard Occupational Classification,labour-and-employment,gb,United Kingdom,https://www.ons.gov.uk/methodology/classificationsandstandards/standardoccupationalclassificationsoc,"The UK's official occupation taxonomy with hierarchical codes, job title indexes and qualification levels, used across labour market and immigration policy.",Office for National Statistics,XLSX; CSV,~50 MB,"400+ unit groups, 30,000+ job titles",Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Office for National Statistics, Standard Occupational Classification",topics/labour-and-employment/gb/dataset-04.json
dwp-stat-xplore,DWP Stat-Xplore,labour-and-employment,gb,United Kingdom,https://stat-xplore.dwp.gov.uk/,"Query and API access to benefit caseload statistics covering Universal Credit, disability benefits, pensions and jobseeker support by geography and claimant characteristic.",Department for Work and Pensions,REST API; CSV; XLSX,Multi-GB,Monthly caseloads for millions of claimants,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,registration,yes,"Department for Work and Pensions, Stat-Xplore",topics/labour-and-employment/gb/dataset-05.json
bls-public-data-api,BLS Public Data API,labour-and-employment,us,United States,https://www.bls.gov/developers/,"Programmatic access to every published BLS series including unemployment, payroll employment, wages, productivity and price indices.",Bureau of Labor Statistics,REST API; JSON; TXT,API,"500,000+ time series",US Government public domain,https://www.bls.gov/bls/linksite.htm,registration,yes,US Bureau of Labor Statistics Public Data API,topics/labour-and-employment/us/dataset-01.json
current-population-survey,Current Population Survey,labour-and-employment,us,United States,https://www.census.gov/programs-surveys/cps.html,"The monthly household survey behind the official unemployment rate, with microdata on labour force status, hours, earnings and demographics.",US Census Bureau and BLS,CSV; Fixed-width; SAS,~20 GB,"60,000 households surveyed monthly since 1940",US Government public domain,https://www.census.gov/about/policies/open-gov.html,open,yes,"US Census Bureau and BLS, Current Population Survey",topics/labour-and-employment/us/dataset-02.json
o-net-database,O*NET Database,labour-and-employment,us,United States,https://www.onetcenter.org/database.html,"Structured descriptions of nearly a thousand occupations covering required skills, knowledge, abilities, work activities, tools, technologies and job zones.",US Department of Labor,CSV; SQL; XLSX; REST API,~200 MB,900+ occupations with 250+ descriptors each,CC BY 4.0,https://www.onetcenter.org/license_db.html,open,yes,"O*NET Database, US Department of Labor, Employment and Training Administration",topics/labour-and-employment/us/dataset-03.json
quarterly-census-of-employment-and-wages,Quarterly Census of Employment and Wages,labour-and-employment,us,United States,https://www.bls.gov/cew/,"A near-census of employment and wages from unemployment insurance filings, available by county, industry and ownership at monthly frequency.",Bureau of Labor Statistics,CSV; REST API,~20 GB,12 million+ establishments covered,US Government public domain,https://www.bls.gov/bls/linksite.htm,open,yes,"US Bureau of Labor Statistics, Quarterly Census of Employment and Wages",topics/labour-and-employment/us/dataset-04.json
census-lehd-lodes,Census LEHD LODES,labour-and-employment,us,United States,https://lehd.ces.census.gov/data/,"Origin-destination employment statistics linking where workers live to where they work at census block level, with job counts by age, earnings and industry.",US Census Bureau,CSV; GZIP,~50 GB,Block-level job flows for all states since 2002,US Government public domain,https://lehd.ces.census.gov/,open,yes,"US Census Bureau, LEHD Origin-Destination Employment Statistics",topics/labour-and-employment/us/dataset-05.json
epo-open-patent-services,EPO Open Patent Services,patents-and-trademarks,eu,European Union,https://www.epo.org/en/searching-for-patents/data/web-services/ops,"The European Patent Office's REST API for bibliographic data, full text, legal status, families and citations across worldwide patent collections.",European Patent Office,REST API; XML; JSON,API,140 million+ patent documents,EPO terms of use; free tier with registration,https://www.epo.org/en,registration,check,"European Patent Office, Open Patent Services",topics/patents-and-trademarks/eu/dataset-01.json
epo-worldwide-patent-statistical-database-patstat,EPO Worldwide Patent Statistical Database (PATSTAT),patents-and-trademarks,eu,European Union,https://www.epo.org/en/searching-for-patents/business/patstat,"The reference bibliographic database for patent statistics research, with harmonised applicants, citations, families and legal events across 100+ offices.",European Patent Office,SQL dump; CSV,~500 GB,100 million+ patent applications,"EPO licence; free online edition for academic use, paid for full editions",https://www.epo.org/en/searching-for-patents/business/patstat,agreement,check,EPO Worldwide Patent Statistical Database (PATSTAT),topics/patents-and-trademarks/eu/dataset-02.json
euipo-open-data,EUIPO Open Data,patents-and-trademarks,eu,European Union,https://www.euipo.europa.eu/en/open-data,"Bulk and API access to EU trade mark and registered Community design registers, including applicant, classification, status and opposition history.",European Union Intellectual Property Office,XML; CSV; REST API,~100 GB,2 million+ EU trade marks and 1.7 million designs,"EUIPO open data terms, free reuse with attribution",https://www.euipo.europa.eu/en/open-data,registration,yes,"European Union Intellectual Property Office, Open Data",topics/patents-and-trademarks/eu/dataset-03.json
eu-open-data-portal,EU Open Data Portal,patents-and-trademarks,eu,European Union,https://data.europa.eu/en,"The official portal for European open data, federating datasets from EU institutions and all member state national portals under one search and API.",Publications Office of the European Union,CSV; JSON; RDF; SPARQL; REST API,Varies by dataset,1.7 million+ datasets,Varies; commonly CC BY 4.0,https://data.europa.eu/en,open,check,"data.europa.eu, Publications Office of the European Union",topics/patents-and-trademarks/eu/dataset-04.json
espacenet-bulk-and-linked-data,Espacenet Bulk and Linked Data,patents-and-trademarks,eu,European Union,https://worldwide.espacenet.com/,"The EPO's public patent search covering worldwide collections with full-text, family and legal-status views, backed by downloadable result sets.",European Patent Office,XML; CSV; PDF,Varies by query,150 million+ patent documents,EPO terms of use,https://www.epo.org/en,open,check,"Espacenet, European Patent Office",topics/patents-and-trademarks/eu/dataset-05.json
j-platpat,J-PlatPat,patents-and-trademarks,jp,Japan,https://www.j-platpat.inpit.go.jp/,"The Japan Patent Office's public search platform for patents, utility models, designs and trademarks, with full text, legal status and family information.",INPIT and Japan Patent Office,Web; PDF; XML,Varies by query,100 million+ IP documents,"JPO terms of use, free reuse with attribution",https://www.j-platpat.inpit.go.jp/,open,check,"J-PlatPat, INPIT and Japan Patent Office",topics/patents-and-trademarks/jp/dataset-01.json
jpo-statistics-and-annual-reports,JPO Statistics and Annual Reports,patents-and-trademarks,jp,Japan,https://www.jpo.go.jp/e/resources/statistics/,"Official Japanese IP statistics covering applications, grants, examination pendency, appeals and international filings by technology field.",Japan Patent Office,XLSX; PDF; CSV,~500 MB,Annual series with long historical coverage,"Japan Government Standard Terms of Use, CC BY compatible",https://www.jpo.go.jp/e/,open,yes,"Japan Patent Office, Statistics and Annual Reports",topics/patents-and-trademarks/jp/dataset-02.json
inpit-ip-data-services,INPIT IP Data Services,patents-and-trademarks,jp,Japan,https://www.inpit.go.jp/english/,"Bulk and API distribution of Japanese patent, design and trademark data for research and commercial IP analytics platforms.",National Center for Industrial Property Information and Training,XML; REST API; ZIP,Multi-TB,Full Japanese IP corpus,INPIT terms; some products require a paid agreement,https://www.inpit.go.jp/english/,registration,check,"INPIT, National Center for Industrial Property Information and Training",topics/patents-and-trademarks/jp/dataset-03.json
wipo-ip-statistics-data-center,WIPO IP Statistics Data Center,patents-and-trademarks,jp,Japan,https://www.wipo.int/ipstats/en/,"Harmonised international IP filing, grant and validity statistics for Japan and every other member state, comparable across offices and decades.",World Intellectual Property Organization,CSV; XLSX; Web,~5 GB,Annual series from 1980 for 200+ offices,CC BY 3.0 IGO,https://www.wipo.int/tools/en/disclaim.html,open,yes,WIPO IP Statistics Data Center,topics/patents-and-trademarks/jp/dataset-04.json
japan-open-data-portal-ip-datasets,Japan Open Data Portal IP Datasets,patents-and-trademarks,jp,Japan,https://www.data.go.jp/,"The national open data catalogue including METI and JPO datasets on industrial property, standards, and innovation indicators.","Digital Agency, Government of Japan",CSV; XLSX; JSON; REST API,Varies by dataset,"30,000+ datasets","Japan Government Standard Terms of Use, CC BY compatible",https://www.data.go.jp/,open,yes,"data.go.jp, Digital Agency, Government of Japan",topics/patents-and-trademarks/jp/dataset-05.json
uspto-patentsview,USPTO PatentsView,patents-and-trademarks,us,United States,https://patentsview.org/,"A normalised relational database of US patents with disambiguated inventors and assignees, citations, CPC classifications and geocoded locations.",USPTO and PatentsView,CSV; TSV; REST API; PostgreSQL dump,~100 GB,8 million+ granted patents since 1976,CC BY 4.0,https://patentsview.org/,registration,yes,"PatentsView, US Patent and Trademark Office",topics/patents-and-trademarks/us/dataset-01.json
uspto-open-data-portal,USPTO Open Data Portal,patents-and-trademarks,us,United States,https://developer.uspto.gov/,"Official APIs and bulk products covering patent and trademark full text, examination file wrappers, assignments, and PTAB proceedings.",US Patent and Trademark Office,REST API; XML; JSON; ZIP,Multi-TB,Full US patent and trademark corpus,US Government public domain,https://developer.uspto.gov/,open,yes,USPTO Open Data Portal,topics/patents-and-trademarks/us/dataset-02.json
uspto-open-data-bulk-products,USPTO Open Data Bulk Products,patents-and-trademarks,us,United States,https://data.uspto.gov/,"Weekly full-text XML dumps of granted patents, published applications, trademark registrations and assignment records for local ingestion.",US Patent and Trademark Office,XML; ZIP; DTD,~5 TB full archive,Weekly issues since 1976,US Government public domain,https://data.uspto.gov/,open,yes,USPTO Bulk Data Storage System,topics/patents-and-trademarks/us/dataset-03.json
uspto-trademark-case-files-dataset,USPTO Trademark Case Files Dataset,patents-and-trademarks,us,United States,https://www.uspto.gov/ip-policy/economic-research/research-datasets,"Research-grade extracts of trademark applications and registrations with owner, mark text, classification, prosecution events and outcomes.",USPTO Office of the Chief Economist,CSV; Stata; ZIP,~20 GB,12 million+ trademark case files since 1870,US Government public domain,https://www.uspto.gov/,open,yes,"USPTO Office of the Chief Economist, Trademark Case Files Dataset",topics/patents-and-trademarks/us/dataset-04.json
google-patents-public-data-on-bigquery,Google Patents Public Data on BigQuery,patents-and-trademarks,us,United States,https://console.cloud.google.com/marketplace/product/google_patents_public_datasets/google-patents-public-data,"Normalised worldwide patent bibliographic and full-text data joined across offices, queryable in BigQuery with citation and family linkages.",Google and IFI CLAIMS,BigQuery,Multi-TB,120 million+ patent publications worldwide,CC BY 4.0 for the public dataset components,https://console.cloud.google.com/marketplace/product/google_patents_public_datasets/google-patents-public-data,registration,check,"Google Patents Public Datasets, Google Cloud",topics/patents-and-trademarks/us/dataset-05.json
nhs-england-statistics,NHS England Statistics,public-health,gb,United Kingdom,https://www.england.nhs.uk/statistics/,"Monthly operational statistics for the English NHS covering A&E attendances, referral to treatment waits, diagnostics, cancer waiting times and bed occupancy.",NHS England,CSV; XLSX,Multi-GB,Monthly series by trust and commissioner,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,NHS England Statistics,topics/public-health/gb/dataset-01.json
nhs-business-services-authority-prescription-data,NHS Business Services Authority Prescription Data,public-health,gb,United Kingdom,https://opendata.nhsbsa.net/,"Every prescription item dispensed in English primary care, by practice, BNF chemical, quantity and cost, published monthly.",NHS Business Services Authority,CSV; REST API,~50 GB,1 billion+ prescription items per year,Open Government Licence v3.0,https://opendata.nhsbsa.net/,open,yes,NHS Business Services Authority Open Data Portal,topics/public-health/gb/dataset-02.json
nhs-digital-data-catalogue,NHS Digital Data Catalogue,public-health,gb,United Kingdom,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets,"Catalogue of national health data collections including Hospital Episode Statistics, mental health services, maternity and community services datasets.",NHS England Digital,CSV; XLSX; PDF,Varies by collection,Hundreds of national collections,Open Government Licence v3.0 for published statistics,https://digital.nhs.uk/about-nhs-digital/terms-and-conditions,open,check,"NHS England Digital, Data Collections and Data Sets",topics/public-health/gb/dataset-03.json
ons-health-and-life-expectancy,ONS Health and Life Expectancy,public-health,gb,United Kingdom,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare,"Official statistics on mortality, life expectancy, cause of death, disability, health inequality and avoidable deaths, down to local authority level.",Office for National Statistics,CSV; XLSX; REST API,Varies by series,Hundreds of published series,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Office for National Statistics, Health and Social Care",topics/public-health/gb/dataset-04.json
openprescribing,OpenPrescribing,public-health,gb,United Kingdom,https://openprescribing.net/,"A searchable analytics layer over English primary care prescribing with standardised measures, practice comparisons and a public API.","Bennett Institute for Applied Data Science, University of Oxford",REST API; CSV; JSON,Varies by query,"Monthly data for 6,000+ GP practices",MIT (code); prescribing data under OGL v3.0,https://openprescribing.net/about/,open,yes,"OpenPrescribing.net, Bennett Institute for Applied Data Science, University of Oxford",topics/public-health/gb/dataset-05.json
data-gov-in-health-sector,data.gov.in Health Sector,public-health,in,India,https://www.data.gov.in/sector/health-and-family-welfare,"Open government catalogue of health datasets covering hospital infrastructure, disease incidence, immunisation coverage, blood banks and medical colleges.",National Informatics Centre,CSV; XLSX; JSON; REST API,Varies by resource,"8,000+ health resources",Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,Open Government Data Platform India,topics/public-health/in/dataset-01.json
national-health-mission-hmis,National Health Mission HMIS,public-health,in,India,https://hmis.mohfw.gov.in/,"Monthly facility-level reporting on institutional deliveries, immunisation, antenatal care, outpatient load and disease programmes across every district.",Ministry of Health and Family Welfare,XLSX; PDF; Web dashboard,Multi-GB,"200,000+ reporting health facilities",Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Health Management Information System, Ministry of Health and Family Welfare",topics/public-health/in/dataset-02.json
national-health-profile,National Health Profile,public-health,in,India,https://cbhidghs.mohfw.gov.in/,"The annual national compendium of demographic, socioeconomic, health status, health finance and health infrastructure indicators by state.",Central Bureau of Health Intelligence,PDF; XLSX,~200 MB per edition,Annual editions with state-level tables,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Central Bureau of Health Intelligence, National Health Profile",topics/public-health/in/dataset-03.json
national-health-authority-public-dashboards,National Health Authority Public Dashboards,public-health,in,India,https://nha.gov.in/,"Public reporting for India's national health insurance scheme and digital health mission, covering hospital admissions, empanelled hospitals, claims and ABDM adoption.",National Health Authority,Web dashboard; XLSX; CSV,Varies by query,70 million+ hospital admissions,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"National Health Authority, Government of India",topics/public-health/in/dataset-04.json
global-burden-of-disease-india-results,Global Burden of Disease India Results,public-health,in,India,https://vizhub.healthdata.org/gbd-results/,"Modelled mortality, morbidity and risk factor estimates for India and its states, comparable across 200+ countries and back to 1990.",Institute for Health Metrics and Evaluation,CSV; REST API,~50 GB,"370+ diseases and injuries, 88 risk factors",IHME Free-of-Charge Non-commercial User Agreement,https://www.healthdata.org/Data-tools-practices/data-practices/ihme-free-charge-non-commercial-user-agreement,registration,no,"Institute for Health Metrics and Evaluation, Global Burden of Disease Study",topics/public-health/in/dataset-05.json
cms-medicare-provider-data,CMS Medicare Provider Data,public-health,us,United States,https://data.cms.gov/,"Open Medicare data covering provider utilisation and payments, hospital quality measures, drug spending, nursing home ratings and enrolment.",Centers for Medicare and Medicaid Services,CSV; JSON; REST API,Multi-GB,"Hundreds of datasets, billions of claim-derived rows",US Government public domain,https://data.cms.gov/,open,yes,"Centers for Medicare and Medicaid Services, data.cms.gov",topics/public-health/us/dataset-01.json
openfda,openFDA,public-health,us,United States,https://open.fda.gov/,"APIs over FDA adverse event reports, drug labels, recalls, device reports and NDC product listings, with full historical downloads.",US Food and Drug Administration,REST API; JSON,~100 GB full downloads,20 million+ adverse event reports,"US Government public domain, CC0-equivalent",https://open.fda.gov/license/,open,yes,"openFDA, US Food and Drug Administration",topics/public-health/us/dataset-02.json
cdc-brfss,CDC BRFSS,public-health,us,United States,https://www.cdc.gov/brfss/index.html,"The world's largest continuously conducted health survey, collecting risk behaviours, chronic conditions and preventive service use from US adults by state.",Centers for Disease Control and Prevention,SAS; ASCII; CSV,~10 GB,"400,000+ interviews per year since 1984",US Government public domain,https://www.cdc.gov/,open,yes,"CDC, Behavioral Risk Factor Surveillance System",topics/public-health/us/dataset-03.json
healthdata-gov,HealthData.gov,public-health,us,United States,https://healthdata.gov/,"Federal catalogue of health datasets from HHS agencies, covering hospital capacity, provider directories, community health and public health surveillance.",US Department of Health and Human Services,CSV; JSON; REST API,Varies by dataset,"3,000+ datasets",US Government public domain,https://healthdata.gov/,open,yes,"HealthData.gov, US Department of Health and Human Services",topics/public-health/us/dataset-04.json
nhanes,NHANES,public-health,us,United States,https://www.cdc.gov/nchs/nhanes/index.htm,"Survey combining interviews with physical examinations and laboratory tests, giving objectively measured biomarkers, diet and body composition for a national sample.",National Center for Health Statistics,SAS XPORT; CSV,~20 GB,"~5,000 examined participants per year",US Government public domain,https://www.cdc.gov/nchs/,open,yes,"CDC National Center for Health Statistics, NHANES",topics/public-health/us/dataset-05.json
mobilithek,Mobilithek,public-transit,de,Germany,https://mobilithek.info/,"Germany's national access point for mobility data, brokering GTFS timetables, real-time feeds, roadworks, parking and traffic data from federal and state providers.",Bundesministerium für Digitales und Verkehr,GTFS; GTFS-RT; DATEX II; NeTEx; REST API,Varies by feed,Hundreds of mobility data offers,Varies by provider; commonly CC BY 4.0 or DL-DE-BY,https://mobilithek.info/,registration,check,"Mobilithek, BMDV",topics/public-transit/de/dataset-01.json
deutsche-bahn-open-data,Deutsche Bahn Open Data,public-transit,de,Germany,https://data.deutschebahn.com/,"Rail network and station data including station facilities, platform geometry, lifts and escalators, parking, and travel centre locations.",Deutsche Bahn AG,CSV; JSON; GeoJSON; REST API,Varies by dataset,"100+ datasets covering 5,400 stations",CC BY 4.0 and Deutsche Bahn Datenlizenz,https://data.deutschebahn.com/,open,check,Deutsche Bahn Open-Data-Portal,topics/public-transit/de/dataset-02.json
gtfs-de-feeds,GTFS.de Feeds,public-transit,de,Germany,https://gtfs.de/,"Consolidated GTFS feeds covering long-distance, regional and local public transport across Germany, rebuilt regularly from official sources.",gtfs.de,GTFS; GTFS-RT,~500 MB per full feed,National coverage of German public transport,CC BY 4.0,https://gtfs.de/en/feeds/,open,yes,"gtfs.de, Germany-wide GTFS feeds",topics/public-transit/de/dataset-03.json
govdata-germany,GovData Germany,public-transit,de,Germany,https://www.govdata.de/,"Federal open data portal aggregating datasets from all sixteen states, with transport, environment, population and administration categories.",Bundesministerium des Innern,CSV; JSON; XML; WMS,Varies by dataset,"100,000+ datasets",Varies; commonly DL-DE-BY-2.0 or CC BY 4.0,https://www.govdata.de/informationen/lizenzen,open,check,"GovData, Datenportal für Deutschland",topics/public-transit/de/dataset-04.json
vbb-open-data,VBB Open Data,public-transit,de,Germany,https://unternehmen.vbb.de/en/digital-services/datasets/,"Berlin and Brandenburg transport association data covering GTFS timetables, fare zones, stop registers and a departure-monitor API.",Verkehrsverbund Berlin-Brandenburg,GTFS; CSV; REST API,~200 MB,"13,000+ stops across Berlin-Brandenburg",CC BY 4.0 (Datenlizenz Deutschland Namensnennung),https://unternehmen.vbb.de/en/digital-services/datasets/,registration,yes,Verkehrsverbund Berlin-Brandenburg (VBB) Open Data,topics/public-transit/de/dataset-05.json
transport-data-gouv-fr,transport.data.gouv.fr,public-transit,fr,France,https://transport.data.gouv.fr/,"France's national access point for mobility data, aggregating validated GTFS, GTFS-RT, GBFS and NeTEx feeds from every transit authority in the country.",DINUM and Ministère de la Transition écologique,GTFS; GTFS-RT; NeTEx; GBFS; REST API,Varies by feed,400+ transit and shared mobility feeds,Licence Ouverte 2.0 or ODbL depending on feed,https://transport.data.gouv.fr/,open,yes,"transport.data.gouv.fr, Point d'Accès National aux données de transport",topics/public-transit/fr/dataset-01.json
sncf-open-data,SNCF Open Data,public-transit,fr,France,https://ressources.data.sncf.com/,"French national rail data covering timetables, real-time arrivals, punctuality by route, station facilities, passenger counts and ticket prices.",SNCF,CSV; JSON; GeoJSON; REST API,Multi-GB,200+ datasets across the rail network,Licence Ouverte 2.0 and ODbL depending on dataset,https://ressources.data.sncf.com/,open,yes,SNCF Open Data,topics/public-transit/fr/dataset-02.json
